Sub Category,Price,Discount,Rating,Title,Feature,Product Description
Meat & Seafood,179.99,0,4.5,"Swift All Natural Lamb Loin Chops, (4/4 Oz. Chops Per Pack) 10 Total Packs, 10 Lbs. Total","(4/4oz chops per pack) – 10 packs/lbs Total - Vacuum Sealed   Born, raised, and harvested in Australia and processed in the USA   Free range, pasture-raised, no artificial additives and hormones   Guaranteed Halal Certified","Our sheep and lambs are raised by some of the best ranchers in the world, in the heart of Australia’s sheep country. These sustainably-raised animals are produced under strict guidelines of animal husbandry and welfare. We offer a variety of lean, tender and mild-tasting lamb cuts that are trimmed and packed to meet customer requirements.Features:(4/4 oz chops per pack) 10 packs/lbs. TotalBorn, raised, harvested in Australia. Processed in the USAFree range, pasture-raisedNo artificial additives and hormones, everVacuum sealed packaged (4/4 oz per)Guaranteed Halal Certified"
Meat & Seafood,179.99,0,2.9,"Coastal Seafood Live Maine Lobsters, (6/1.25 Lbs. Per Lobster) 6 Total Packs, 7.5 Lbs. Total","6 Count (1.25 lb. each) Live Lobsters   7.5 Total Lbs.
Kept fresh and lively until ready to ship   Available year-round   Sustainably fished","Grade-A Live Lobsters
Coastal Seafood’s premium lobsters are caught in the pristine, cold waters of the North Atlantic Ocean by local fishermen who sustainably harvest and grade each one. Enjoy this seafood delicacy year-round with the convenience of overnight air shipping directly to your door.
Make any meal a special occasion by serving these Grade-A cold-water lobsters for a celebration, an intimate dinner, a holiday, or a gathering of loved ones.
Your order of live lobsters can be boiled, steamed, grilled, or baked whole in the shell. Lobster is easy to prepare, and the delicately sweet and tender meat is best when simply served with drawn butter, though its versatility allows for myriad recipes and preparations.
This seafood delicacy is great any time of year and is now available to you with next-day delivery, anywhere in the country.   Features:   6 each (1.25 lb. each)Live Lobsters, caught in the cold, clear waters of the North Atlantic Ocean
Kept fresh and lively until ready to ship
Available year-round
Sustainably fished   Instruction for members upon receiving product:   Open Immediately upon arrival
Packing should be intact: (No damaged seal)
Product should be refrigerated immediately upon receiving; please place lobsters in the coldest part of your refrigerator and cover with damp newspaper
Product should be cooked within a maximum of two days after arrival
If cooking is not possible within two days of arrival, the product should be frozen and can be cooked at a later date   Shipping Note: This item contains food and is being delivered chilled. Please plan accordingly to receive the delivery to maintain the integrity and safety of the product(s).   If you need to freeze your Live Lobster…
Properly freezing and storing lobster will extend the shelf life - up to 12 months. NEVER freeze a live lobster without taking proper steps. Please see below for instructions on how to prep your lobsters for the freezer:   Begin with a whole, live lobster(s)
In a large pot, bring salted water and bring to a boil (use 1/2 cup, of non-iodized salt or sea salt per 2 quarts of water)
Add lobster(s) to boiling water to blanch (about 60 seconds in boiling water
Remove from boiling water and immerse the lobster(s) in ice water for 20 minutes
Towel dry the lobster(s)
Place each lobster in a freezer bag and remove as much air as possible. For optimal results, use a food storage bag that can be vacuumed sealed
If using a freezer bag, place the lobster in a second freezer bag for added protection
Place lobster in your freezer and enjoy at a later date"
Meat & Seafood,149.99,0,4.1,"Rastelli USDA Choice Black Angus Sirloin Coulotte Steak (20/6 Oz Per Steak), 20 Total Count, 7.5 Lbs. Total","(20) Sirloin Coulotte Steaks, 6 oz
USDA Choice Black Angus Beef
Product Born, Raised & Harvested in the USA
Total Net Weight 7.5 lbs
Ships Uncooked & Frozen","Looking for a superior steak to feed your hungry crew on a budget? Wet aged for 21 days, hand trimmed and cut into well-sized portions, our USDA Choice Black Angus Sirloin Steak is great for creating inspired, and affordable, family meals, plus there is nothing quite like a grilled sirloin coulotte steak! This pack includes twenty 6 oz. steaks.   Product Born, Raised & Harvested in the USA
6 ounce steaks
20 Total Pieces
Made with USDA Choice Black Angus Beef
Total net weight: 7.5 lbs.
Hand trimmed & Individually vacuum sealed
12 month shelf life when frozen
Ships uncooked and frozen via UPS 2nd day air   Preparation Instructions: For best results thaw under refrigeration. Use within 5-7 days. Cook steak according to a meat thermometer rather than a time table. Remove steaks from grill, pan, or oven 5 degrees before desired doneness. Let steak rest 5-10 minutes before serving.   Rare: 125-130°F
Medium Rare: 130-145°F
Medium: 140-145°F
Medium Well: 150-160°F
Well: 160-170°F"
Meat & Seafood,59.99,0,4.1,"Tsar Nicoulai Caviar Sturgeon Pate 6 oz, 6-pack","Perishable, use or freeze within 21 days of delivery,
24 - 72 hrs once opened (refrigerated)   2020 Good Food Award Winner   6 qty, 6 oz sealed containers for easy storage   Ships via UPS 2nd Day","Here is where you will find all your party guests hovering!   Our award-winning dip made from what you could call fish burnt ends, to borrow a southern BBQ term, makes an elevated at home appetizer. Enjoy our farms favorite spread with kettle chips or your favorite toasted bread (crostini). Our mild smoky and creamy flavors create a bacon of sea essence that are equal parts good for you and delicious. The end cuts of our smoked sturgeon are whipped up with ricotta, cream cheese and spices for an insanely addictive dip.   Ingredients: Ricotta, Cream Cheese, Smoked Sturgeon, Onions, Dijon Mustard, Olive Oil, Spices, Salt, Guar Gum (Allergens: Fish, Milk)   Features:   Smoked and crafted at Tsar Nicoulai Sturgeon farm, Wilton California
Size: 6oz container, 6 qty multi pack (36 total ounces).
Features Eco-Friendly non-Styrofoam packaging
Serves 4-6 people
Ships UPS 2nd Day"
Meat & Seafood,159.99,0,4.9,"Crescent Foods Halal Hand-Cut Lamb Locker Pack - 9 Total Packs,  9 Lbs. Total",Please Check Below for Pack Contents   Certified Hand-Cut Halal,"Features: (Crescent Foods Halal HAND CUT LAMB LOCKER)
2-1lb Crescent Foods Lean Ground Lamb
2-1lb Crescent Foods Lamb Loin Chops
2-1lb Crescent Foods Lamb Shoulder Chops
3-1lb Crescent Foods Lean Lamb Stew Meat
*Package weights are approximate   Crescent Foods Grass-Fed Lamb is pasture raised year-round 365 Days a year. Our lambs are free to graze every day on beautiful fields of fresh grass. This commitment to quality and freshness is what makes our products stand out from others. An all-grass diet is not only better for the animal, but also promises a healthier product for you! No Antibiotics, Implants, nor Hormones for Growth Stimulants are given. These animals are humanely treated physically as well as mentally, allowing minimal stress in their handling. All Crescent Foods Lamb is Hand Processed Halal and meets strict standards and requirements for quality and transparency.
Crescent Foods delicious Ground Lamb, Lamb Loin Chops, Lamb Shoulder Chops & Lamb Stew Meat are perfectly fresh-frozen, packed, and portioned for your needs. This is the perfect mix and variety for meal planning and is a great value including 9 pounds of meat!"
Meat & Seafood,549.99,0,4.1,"Authentic Wagyu Boneless Ribeye Roast A5 Grade, 2 x 3 lbs, 6 lbs Total",2 x 3lb A5 Japanese Wagyu Ribeye Roasts   Imported Kagoshima Prefecture in Japan   Certificate of Authenticity Included   Ships Uncooked and Frozen   Ships UPS 2nd Day Air,"Due to the perishable nature of this item orders do NOT ship over the weekend. Orders will only ship Monday, Tuesday & Wednesday (orders placed after 11:00 am PST will be processed for shipping the following day) for Wednesday, Thursday, Friday Delivery only.
The Japanese A5 Wagyu Ribeye Roast 2-pack is a gourmet meat product consisting of two ribeye roasts made from high-quality Japanese A5 Wagyu beef. The beef is graded A5, which is the highest possible rating for Wagyu beef, indicating exceptional marbling and tenderness.
The ribeye roast cut is taken from the rib section of the beef, known for its rich flavor and juicy tenderness. Each roast is carefully selected and hand-cut to ensure premium quality.
Japanese Wagyu beef is known for its distinct flavor and texture, with its high fat content giving it a buttery, melt-in-your-mouth texture. This beef is also known for its high levels of unsaturated fat, which makes it healthier than other types of beef.
The 2-pack of Japanese A5 Wagyu Ribeye Roasts is ideal for those who appreciate high-quality meat and want to experience the unique flavor and texture of Japanese Wagyu beef. This product is perfect for special occasions or as a gourmet gift for meat lovers.   2 x 3 pounds A5 Japanese Wagyu Ribeye Roasts
Imported from Japan
Certificate of Authenticity Included
Ships Uncooked and Frozen"
Meat & Seafood,69.97,0,4.5,"Cristobal Salted Cod Fillets 2 lbs, 3-pack","Large choice skinless, boned, and salted   Wild-caught and Refrigerated   3x 2lb Bags, 6lbs total","Deliciously firm with large white flakes, it holds up well during cooking and retains its unique salt flavor.Cristobal is a premium salted cod brand known for its superb consistency, flavor, and quality — highly popular throughout the United States and Caribbean Islands among those who enjoy this traditional form of salted fish.Wild-caught — never farm-raised, Cristobal is sure to be found on the holiday dinner table at Easter, Lent, Thanksgiving, and Christmas.Features:Large choice skinless, boned, and salted3x 2lb Bags, 6lbs totalWild-caughtRefrigeratedPreparation:In the refrigerator, soak 16 oz. (454g) of salted fish in 6 cups (1.5 liters) of fresh water for 24 hours, changing the water three times.Cook according to your favorite recipe. Longer soaking or more frequent water changes will further decrease the salt content."
Meat & Seafood,349.99,0,4.6,"Rastelli Grass Fed Frenched Lamb Racks, 24 oz, 6-pack, 9 lbs","24 oz, 6-pack
Purely Grass Fed, Free Range
Raised Without Antibiotics, No Added Hormones
Australian Lamb
Halal","Rastelli's grass fed Frenched Lamb Rack is the perfect balance of flavor, tenderness and juiciness coupled with the confidence of knowing it has been naturally and humanely raised in a highly monitored environment. Rastelli's lamb is sourced exclusively from Australia – an area known for its lush year round pastures where livestock are raised as 100% free range by accredited ranchers and enjoy a pure grass fed diet. Features:24 oz, 6 packPurely Grass FedFree RangeRaised Without AntibioticsNo Added HormonesAustralian Lamb3rd Party Audited Farm AssuredHalal"
Meat & Seafood,139.99,0,4.9,"Halal Certified Lamb Box - (2/2 20-22 Oz. Rack of Lambs, 2/2 1.5 Lbs. Lamb Fore Shank, 1/1 3.5 Lbs. Denver Ribs) 5 Total Packs, 9.3 Lbs. Total",Total 9.3Lbs.   (2) 20-22 oz Rack Of Lamb   (2) 1.5 lbs Lamb Fore Shank   (1) 3.5 lbs Denver Ribs   HFSAA - Halal Certified,"Introducing Boxed Halal's Premium Lamb Box - the epitome of quality, taste, and ethical sourcing. Indulge in the finest cuts of tender, succulent lamb that has been meticulously selected and thoughtfully packaged to elevate your culinary experience. Our commitment to excellence shines through in every aspect, from the way our animals are raised to the way our meat is packaged and delivered to your doorstep. This lamb box is the perfect gift for any lamb lover. It's also a great way to treat yourself to a delicious and healthy meal. Order your lamb box today and experience the delicious flavors of lamb!
We package our meat individually by type in freezer-sealed bags to prevent freezer burn. Each package is labeled and visible through its seal.
We areHalal certified.Grass-fed, grain-finished, and raised without the use of growth hormones or antibiotics.   Each Lamb Box Includes:   (2) 20-22 oz Rack Of Lamb
(2) 1.5 lbs Lamb Fore Shank
(1) 3.5 lbs Denver Ribs"
Meat & Seafood,209.99,0,4.3,"Rastelli USDA Choice Black Angus NY CC Strip Steak (12/10 Oz. Per Steak), 12 Total Count, 7.5 Lbs. Total","(12) NY Center Cut Strip Steaks 10 oz
USDA Choice Black Angus Beef
Product Born, Rasied & Harvested in the USA
Ships Uncooked & Frozen","Craving the perfect, classic steak? Our well-marbled, extra juicy USDA Choice Black Angus Beef Center Cut NY Strip delivers, big time. Wet aged for at least 21 days for extra deep flavor, hand trimmed and perfectly portioned. Serve a New York Strip steak this good, and you can hang a steakhouse sign outside your home. Of course, that would mean sharing, so we understand if you opt to skip the sign! This pack includes twelve 10 oz. steaks. Product Born, Raised & Harvested in the USA10 ounce steaks12 Total PiecesMade with USDA Choice Black Angus BeefHand trimmed & Individually vacuum sealed 12 month shelf life when frozenShips uncooked and frozen via UPS 2nd day airPreparation Instructions: For best results thaw under refrigeration. Use within 5-7 days. Cook steak according to a meat thermometer rather than a time table. Remove steaks from grill, pan, or oven 5 degrees before desired doneness. Let steak rest 5-10 minutes before serving.Rare: 125-130°FMedium Rare: 130-145°FMedium: 140-145°FMedium Well: 150-160°FWell: 160-170°F"
Meat & Seafood,329.99,0,4.6,"Rastelli Choice Black Angus Tomahawk Steaks, (4/38 Oz. Each Steak), 4 Total Count, 9.5 Lbs. Total","4 - Tomahawk Ribeye Steaks 38oz each, Total 9.5lbs   Made with USDA Choice Black Angus Beef   Product Born, Raised & Harvested in the USA   12 Month Shelf Life When Kept Frozen, Individually Vacuum Sealed   Ships Uncooked & Frozen via UPS 2nd Day Air","Craving a serious steak? Well-marbled, tender and juicy – these long bone Tomahawk Ribeye steaks at 38-42 oz. each are sure to impress! Cut from a 103 long bone Ribeye, the bone is left on for extra flavor and eye-appeal. Defrost, dry rub, or marinate, then grill, broil or sear. Simple to make, impressive to serve. This pack includes four 38-42 oz. steaks, raw and individually vacuum sealed.Product Born, Raised & Harvested in the USA38-42 oz per steak4 Total PiecesMade with USDA Choice Black Angus BeefTotal net weight: 9.5 to 10.5 lbsIndividually vacuum sealed12 month shelf life when kept frozenShips uncooked and frozen via UPS 2nd day air"
Meat & Seafood,99.99,0,4.2,"Quality Ethnic Foods Halal Goat Cubes, (5/2.2 Lbs. Per Bag), Total 5 Packs, Total 11 Lbs.","5 - Goat Packs (2.2 Lbs. / bag), Total 11Lbs.   Certified 100% Hand Zabiha Halal   Ships Frozen","Quality Ethnic Foods is committed to providing delicious halal food for you and your family. Our company began over 15 years ago with one goal in mind: provide the highest quality hand harvested halal products, period.   Goat meat presents a compelling substitute for conventional meats, offering a lean and nutritious option that has held a significant place as a red meat staple across diverse cultures globally. Throughout the course of human civilization, goats have served as a consistent source of meat. Opting for goat meat represents a more health-conscious choice in comparison to traditional red meats such as beef, and lamb. This naturally lean and highly nourishing meat boasts a spectrum of health advantages.
With lower fat content, reduced saturated fat levels, elevated iron content, and a protein profile akin to beef, lamb, or chicken, goat meat emerges as a wholesome and equally protein-rich option.   Includes:
5 -Goat Packs (2.2 Lbs. / bag), Total 11Lbs.   CAUTION - This item may arrive slightly thawed, please freeze or refrigerate immediately."
Meat & Seafood,169.99,0,,"Kansas City Steak Company USDA Choice Filet Mignon Steaks 12 Oz. Each (Available in 4, 8, or 12 Packs)","Buy More and Save   Aged Beef up to 28 Days   Super Trimmed   Choose from 4, 8 or 12 Pack Assortment   Vacuum Sealed and Frozen","These steaks are cut by Kansas City Steak Company to the same specifications of the steaks you know and love in your local Costco Warehouse. Kansas City Steak Company is a division of National Beef who is one of the suppliers of meat to Costco Wholesale.Super Trimmed Filet Mignon - find out why it's Kansas City Steak Company’s best-selling steak, pure and simple. At the Kansas City Steak Company our Filet Mignon Steak is king. Butter-tender, cut from the center of the finest aged Beef Tenderloin and hand selected from premium corn-fed Kansas and Midwestern beef.Each mouthwatering steak is aged up to 28 days for added taste and tenderness then individually vacuum sealed and flash frozen at its peak for your convenience."
Meat & Seafood,229.99,0,4.4,"A5 Wagyu Striploin Shabu Shabu slices, Total 4 Packs, Total 2 Lbs.","A5 Grade, 2 lbs (.5 lbs X 4 Trays) 1 Tray 4 Slices
Each Tray Has 4 Slices with a Separation Sheet Between the Meat
About .1 Inch Thickness
Imported from the Kagoshima Prefecture in Japan
Ships Uncooked & Frozen via UPS Next Day Air","Shabu-shabu (しゃぶしゃぶ) prepared from our succulent A5 Japanese Wagyu and is a traditional Asian Hotpot dish of thinly sliced beef and vegetables boiled in dashi (broth) water and put in dipping sauces. The dish is prepared by submerging a thin slice of meat or a piece of vegetable in a pot of boiling water or dashi (broth) made with konbu (kelp) and stirring it. Cooked meat and vegetables are usually dipped in ponzu or goma (sesame seed) sauce before eating. Our A5 NY Striploin slice is highest grade of wagyu from Japan. It melts in your mouth!Very easy to use and handle as it can be kept in the freezer.Authentic Wagyu's Japanese A5 is imported from Kagoshima, Japan which is located in the far south of Japan. The Kagoshima prefecture is collectively responsible for around 20% of Japan's Kuroge Wagyu cattle, the Wagyu breed that produces Japanese A5 Wagyu. Kagoshima's consistent temperate climate and ecology are well-suited for raising healthy cattle with low stress levels, a necessary component of achieving A5 quality. Kagoshima Wagyu took the top prize at ""The Wagyu Olympics"" this year based on overall contest scores. You could say that Kagoshima's A5 Wagyu is the best beef in Japan right now!A5 Grade, 2 lbs (0.5 lbs X 4 Trays) 1 Tray 4 slicesEach Tray has 4 slices with a Separation Sheet between the MeatAbout 0.1 inch thicknessImported from the Kagoshima prefecture in JapanShips uncooked and frozenShips UPS Next Day Air (Included)"
Meat & Seafood,179.99,0,4.6,"All Natural Boneless Duck Breast - (8/7 Oz. Per Duck Breast), 16 Total Breasts, 8 Total Packs, 7Lbs. Total","16 Total Breasts   Each Single Serve Portion is 7 Oz.
7 Lb Total Case   Raw, Frozen   All Natural","This premium boneless duck breast from Maple Leaf Farms is an all-natural product perfect as an upscale entrée or for adding pizzazz to salad, pasta, pizza or a sandwich. Duck breast has the rich flavor of red meat but is as lean as chicken. Each duck breast is 7 oz in a perfect single serve portion. The ducks are humanely raised according to Maple Leaf Farm’s Trident Stewardship Duck Wellbeing guidelines on a grain-based diet without the use of growth hormones. Perfect for a restaurant quality duck meal at home. Made from White Pekin duck.
All Maple Leaf Farms ducks are raised in the USA with care on family-owned farms where they are free to roam in climate-controlled barns.
- Raw
- Humanely raised, no growth hormones
- No artificial ingredients, minimally processed
- Gluten free
- 16 duck breasts
- Each single serve portion is 7 Ozs.
- USDA Grade A
- Minimum 7 Lbs. case
- Frozen product shipped in dry ice and ice packs"
Meat & Seafood,149.99,0,4.7,"Crescent Foods Halal Hand Cut Poultry Locker - 9 Total Packs, 12 Lbs. Total",Please Check Below for Pack Contents   Certified Hand-Cut Halal   No Antibiotics Ever   No Preservatives or Fillers,"Includes:   (2) 3 lb Crescent Foods Chicken Breast Nuggets
(2) 3 lb Crescent Foods Chicken Breast Breaded Tenders
(4) 1 lb Crescent Foods Ground Chicken
(1) 5 lb Crescent Foods Individually Frozen Boneless Skinless Breast   At Crescent Foods, we see the process through from Farm to Fork. It all starts where our birds are raised humanely and free to roam on these farms. They are antibiotic free and are fed an all-vegetarian diet free from animal by-products. Processed and packaged using state of the art technology, we bring quality products to your table. Crescent chickens are hand slaughtered individually according to Halal guidelines by Muslims with strict adherence to all required aspects.   All nuggets are not created equal. That’s why our unique crescent-shaped nugget gives you peace of mind that it is truly halal and all-natural. Now you can have both the convenience of baking our chicken nuggets and knowing that they do not contain any preservatives, fillers, or MSG. We know you would rather spend time making memories with your children, and we want to provide you with such a win-win product that’s easy to serve and nutritious to eat.   Crescent Foods 100% all-white meat chicken tenders give the same comfort food emotions as fast food but without the guilt. Since all our chickens are vegetarian-fed without animal by-products and do not contain any preservatives, fillers or MSG, they are a nutritious alternative to a greasy drive-thru dinner. Our chicken tenders can be enjoyed on their own or as the protein lead in a well-balanced production of veggies, fruits, dairy, and good carbs.   We’re finding the very best for you and us. Just the good stuff and going back to the time before all the unhealthy stuff. Because we believe in doing things right. Nourish both your body and mind with fresh ideas and new energy. Take a bite of Crescent goodness because life tastes better with Crescent Foods."
Meat & Seafood,269.99,0,4.3,"Northwest Fish Sablefish Loins, Skin on, 7 oz, 23-count, 10 lbs","10 lbs. Sablefish Loins
Wild Caught   Skin On   Pin Bones removed   From MSC Certified Waters
23 x 7 oz. Portions   Ships Uncooked & Frozen","Northwest Fish Alaskan Sablefish ""butterfish"" is long-line caught in the deep, pristine waters off of Alaska. The sweet and distinctive flavor is butter-like which is how it earned its nickname “butterfish.” Our Sablefish will melt in your mouth as you enjoy its rich, buttery flavor and delicate texture. Each succulent bite is ultra-high in Omega-3 oils and will flake on your plate into the perfect bite-size piece for you to enjoy.From MSC Certified WatersHigh OmegaSkin OnPin Bones removedNo PreservativesNo Artificial IngredientsShips Uncooked & Frozen23 x 7 oz. PortionsIndividually Portioned and Vacuum Packaged"
Meat & Seafood,249.99,0,4.1,"Northwest Fish Halibut Fillets, Skin-On 7-9 oz, 18-count, 10 lbs","10 lbs. of Halibut Filets
Wild Caught
Skinless
Pin Bones removed
From MSC Certified Waters
18 portions
Ships Uncooked & Frozen","Due to the perishable nature of this item orders do NOT ship over the weekend. Orders will only ship Monday, Tuesday & Wednesday (orders placed after 11:00 am PST will be process for shipping the following day) for Wednesday, Thursday, Friday Delivery only.   Due to high summer temperatures your items may arrive slightly thawed,please freeze or refrigerate immediately.   Northwest Fish Alaskan Halibut is caught in the deep ocean floors of Alaska’s pristine waters. The delicate, flaky texture of our Alaskan Halibut combined with its mild taste produce a delicious succulent experience.   From MSC Certified Waters
Skin-On
Pin Bones removed
No Preservatives
No Artificial Ingredients
Ships Uncooked & Frozen
18 x 7-9 oz. portions
Individually portioned and Vacuum Packaged"
Meat & Seafood,569.99,0,4.5,"Authentic Wagyu Japanese A5 Wagyu Striploin Roast, 2-count, minimum 6 lbs total","Receive (2) Striploin Roasts, minimum total 6 lbs   Imported from Japan   Certificate of Authenticity Included   Ships Uncooked & Frozen   Ships via UPS Next Day Air","Our Authentic Wagyu Striploin is artfully marbled, with delicate, yet explosive flavor. This roast is perfect as a whole for your exquisite gatherings or cut into steaks for an unforgettable grilling experience.If you have never tasted an imported A5 Wagyu steak from the farms of Japan, the experience can be next to impossible to describe. The one description beef connoisseurs the world over can agree upon is your opinion as to what a steak should taste like, will be changed forever.With phrases such as, “melts in your mouth”, “beef perfected” and “unlike any other steak I have ever tasted before”. A5 Japanese Wagyu beef is truly in a league of its own. The legendary, sometimes mythical process of cattle raising in Japan has been handed down through the generations, all in an effort to protect their national treasure. Wagyu (WA meaning Japanese and GYU meaning cow) Beef. Intensely satisfying in small portions, one must taste this beef to really speak to the mouthwatering, buttery flavor with extreme tenderness and smooth texture."
Meat & Seafood,219.99,0,4.4,"Northwest Fish U-12 Sea Scallops, 6 lbs","6 lbs of U-12 Sea Scallops   USDA Grade A   No Added Chemicals   Product of USA, Caught in MSC Ceritified Waters   Ships Uncooked & Frozen",Northwest Fish’s U12 Sea Scallops are a wonderful treat with their sweet and buttery flavor to complement light dishes or on their own. These scallops are among the largest wild caught scallops. They are hand shucked at sea and quickly frozen to ensure Grade A quality with no added chemicals to preserve their water content. They are delicious being sauteed up to eat on their own or can be added to any dish such as a fettuccine. Northwest Fish’s U12 Scallops are from MSC certified waters.
Meat & Seafood,189.99,0,4.7,"American Red Snapper - Whole, Head-On, Cleaned, (5-7 Individually Vacuum Packed Portions/ 1.5-2 Lbs Per Fish) - Total 10Lbs.","Wild Caught from the Gulf of Mexico   Whole Fish/GGS (Gutted, Scaled with Gills & Fins Removed)   Ships Frozen - Flash Frozen for Freshness   Total Net Weight: 10lbs","Harvested from the warm waters of the Gulf of Mexico, our delicious premium American Red Snapper is wild-caught and frozen at the peak of sweetness. With a fresh-from-the-sea taste in your own home, our raw frozen head-on American Red Snapper has absolutely no preservatives. Easy to thaw and prepare, East Coast Seafood’s head-on American Red Snapper offers a perfect way to create a special dinner or anytime meal, any day of the week.
Our whole, head-on American Red Snapper is raw and frozen, so simply remove from the sealed bag and defrost under refrigeration for a minimum of 4-6 hours or until fully thawed. Alternatively, run a sealed bag under cold water and remove from the bag immediately once thawed. Once thawed, simply bake, broil, fry, steam or perfect for the grill! Enjoy this delicious white fish with a mild, nutty, slightly sweet flavor! Wild-caught, cleaned and flash frozen to lock in the mouth-watering flavor, these American Red Snappers are always a wow item!
In the seafood business since 1981, East Coast Seafood has delivered seafood to tables across the globe. The company is located on a working waterfront in charming New England. East Coast Seafood has been selling incredible seafood for over 40 years!"
Meat & Seafood,299.99,0,3.3,"D'Artagnan American Wagyu Beef Strip Steaks, 5 Total Packs, 3.75 Lbs. Total",5 IVP 12 Oz. NY Strip Steaks   Humanely Raised   No Antibiotics or Hormones   No Animal By-products   Wet Aged a Minimum of 21 Days,"Calling all steak lovers! These incredibly tender and flavorful American Wagyu ABF beef NY strip steaks are ready to hit your grill.
Wagyu cattle are an extraordinary native Japanese breed with unique genetic attributes and a propensity to marbling. The Japanese have mastered special feeding regimens to encourage these natural tendencies, which results in the most luscious, highly marbled beef in the world.   D’Artagnan’s American Wagyu cattle are the same illustrious breed that produces the famous Kobe beef of Japan. Raised without hormones or antibiotics of any kind, our cattle are pasture raised on family ranches and finished on the finest quality, minimally processed grains. The buttery flavor and luxuriously tender texture of our American Wagyu beef is a result of great genetics combined with a strict adherence to the Japanese way of raising beef.
This package includes 5 individual, 12oz NY strip steaks. When you are looking to impress your guests or reward yourself and your family on a special occasion or holiday, these tender and juicy steaks are the perfect choice!   Package includes:   5 individually packed 12 Oz. NY strip steaks
Humanely raised
No antibiotics or hormones, ever
No animal by-products
Wet aged a minimum of 21 days
Product of USA
Ships frozen, UPS 2nd day air"
Meat & Seafood,219.99,0,4.3,"Rastelli USDA Choice Black Angus Filet Mignon (16/5 Oz. Per Filet Mignon), 16 Total count, 5 Lbs. Total","16 Black Angus Filet Mignon Steaks, 5 ounces each
USDA Choice Black Angus Beef
Product Born,Raised, Harvested in the USA
Ships Uncooked & Frozen","Beautifully marbled, exceptionally tender and juicy with deep flavor, our USDA Choice Black Angus Beef Filet Mignon is wet aged for 21 days, hand trimmed and portioned just so. It's the famous cut and top-quality served at elite steakhouses, and now, at your house. Savor the flavor of a Rastelli Market Filet Mignon – truly a cut above the rest! This pack includes sixteen 5 oz. steaks.Product Born, Raised & Harvested in the USA5 ounce steaks16 Total PiecesMade with USDA Choice Black Angus BeefHand trimmed & Individually vacuum sealed 12 month shelf life when frozenShips uncooked and frozen via UPS 2nd day airPreparation Instructions: For best results thaw under refrigeration. Use within 5-7 days. Cook steak according to a meat thermometer rather than a time table. Remove steaks from grill, pan, or oven 5 degrees before desired doneness. Let steak rest 5-10 minutes before serving.Rare: 125-130°FMedium Rare: 130-145°FMedium: 140-145°FMedium Well: 150-160°FWell: 160-170°F"
Meat & Seafood,159.99,0,3.6,"Quality Halal Cut Beef Oxtail, 5 Total Packs, 11 Lbs. Total",Certified 100% Hand Zabiha Halal   Ships Frozen,"Quality Ethnic Foods is committed to providing delicious halal food for you and your family. Our company began over 15 years ago with one goal in mind: provide the highest quality hand harvested halal products, period.   Beef Oxtail is a fat and collagen powerhouse and it's no surprise that Beef Oxtail is a firm favorite amongst the Paleo Diet and Carnivore Diet communities for it's satiating energy. Natural Collagen is Mother Nature's ultimate building block for growth and repair. Approximately 40% of natural collagen found in Mammals is in their tail and feet so you get a massive blast of natural bioavailable Collagen from eating Oxtail.
Includes:
5- Oxtail Packs (2.2Lb./Pack)   This item may arrive slightly thawed, please freeze or refrigerate immediately."
Meat & Seafood,149.99,0,4.1,"Northfork Bison Sirloin Steak, (10/8 Oz. Per Steak), 10 Total Count, 5 Lbs. Total","Online Exclusive   From Free-Range Raised Bisons, No Additives or Hormones Added To the Diet   10 Steaks of 8oz (224g)   23% to 30% More Protein Than Beef   1/4 of the Fat Content of Beef","The animals are fed exclusively with 100% natural forage. Meat flour is excluded from their food which contains no growth hormones, as the animals go through natural fattening periods. The products meet Canadian, American and Mexican standards.Features: 8oz (224g) each, Total 10 steaks Thickness: approx 3/4 in.23% to 30% more protein than beef 1/4 of the fat content of beef Federally inspected From free-range raised bisons, no additives or hormones added to the dietAll cuts are aged for 21 days for a premium quality flavor and tendernessIngredient: 100% bisonHandling:Within the box you may find dry ice. DRY ICE MAY EVAPORATE BEFORE RECEIPT OF THE PACKAGE. Always handle dry ice with care and use a protective cloth or leather gloves whenever touching it. An oven mitt or towel will work. If touched briefly it is harmless, but prolonged contact with the skin will cause injury similar to a burn. KEEP AWAY FROM CHILDREN.Instruction for members upon receiving product:Open parcel upon arrivalPacking should be intact (no damaged seal, leaks, etc.)Product should be refrigerated or frozen immediately upon receivingShipping Note: This item contains food and is being delivered frozen. Please ensure to plan accordingly to receive delivery to maintain integrity and safety of the product(s)."
Meat & Seafood,129.99,0,4.0,"Quality Ethnic Foods Halal Beef Variety (9/1 Lbs. Per Pack), 9 Total Packs, 9 Lbs. Total",Certified 100% Hand Zabiha Halal   Ships Frozen,"Quality Ethnic Foods is committed to providing delicious halal food for you and your family. Our company began over 15 years ago with one goal in mind: provide the highest quality hand harvested halal products, period.   Includes:
3- 1 Lb. Ground Beef (80/20)
3- 1 Lb. Stew Beef
3- 1 Lb. Tenderloin Steaks"
